,p_val,avg_log2FC,pct.1,pct.2,p_val_adj,cluster,gene
AC108673.21,1.3084792472532e-08,2.82803770522422,0.375,0.257,2.61695849450641e-05,9,AC108673.2
IFITM21,1.37825008789914e-08,0.480706666980001,0.81,0.769,2.75650017579828e-05,9,IFITM2
AC234775.33,1.47832500698166e-08,0.224213482361533,0.125,0.192,2.95665001396332e-05,9,AC234775.3
APOL62,1.5393657172298e-08,0.547010055212975,0.656,0.55,3.0787314344596e-05,9,APOL6
AC015871.76,1.76468792474058e-08,1.87187584154611,0.319,0.198,3.52937584948117e-05,9,AC015871.7
GUCY1A14,1.80375100040285e-08,0.449978848150741,0.564,0.4,3.60750200080569e-05,9,GUCY1A1
ARAP22,1.88162947901066e-08,1.04600485096172,0.434,0.269,3.76325895802133e-05,9,ARAP2
AC090527.37,1.88191681345565e-08,1.41314302375539,0.458,0.279,3.7638336269113e-05,9,AC090527.3
AC005165.13,1.9029314647007e-08,1.36382332186594,0.397,0.336,3.80586292940141e-05,9,AC005165.1
DHRS72,1.96445446826881e-08,0.496739407170098,0.681,0.624,3.92890893653761e-05,9,DHRS7
TCEAL32,2.26191345173702e-08,0.580594562777832,0.603,0.557,4.52382690347403e-05,9,TCEAL3
CAMSAP23,2.30105835886624e-08,0.475267756597084,0.634,0.556,4.60211671773249e-05,9,CAMSAP2
TNRC6B2,2.3743452246557e-08,0.331177301527879,0.786,0.704,4.7486904493114e-05,9,TNRC6B
PPP1R12A-AS12,2.4672827811909e-08,0.750957685445999,0.454,0.395,4.93456556238181e-05,9,PPP1R12A-AS1
TTC3P11,2.5325207504313e-08,1.08854174202647,0.445,0.353,5.06504150086259e-05,9,TTC3P1
SYN23,2.70322240911764e-08,1.1674449946364,0.443,0.389,5.40644481823529e-05,9,SYN2
IFIT33,2.80241576847433e-08,0.196588230536933,0.174,0.206,5.60483153694866e-05,9,IFIT3
ZBTB383,2.80465658105752e-08,0.301643759424832,0.412,0.27,5.60931316211505e-05,9,ZBTB38
CDH263,2.96019576800708e-08,0.670062800255215,0.471,0.271,5.92039153601415e-05,9,CDH26
SLC4A73,3.09303136424438e-08,0.587719028377435,0.736,0.663,6.18606272848875e-05,9,SLC4A7
NBEA4,3.19274437940373e-08,0.529559656721682,0.557,0.46,6.38548875880746e-05,9,NBEA
RSAD22,3.34517014014807e-08,0.41148614432731,0.652,0.6,6.69034028029613e-05,9,RSAD2
NDRG11,3.56655853867515e-08,0.661379512435683,0.69,0.683,7.1331170773503e-05,9,NDRG1
AC013472.36,4.68389169546773e-08,0.385902575797354,0.271,0.285,9.36778339093547e-05,9,AC013472.3
USF33,5.80079418082249e-08,0.393882995508927,0.65,0.538,0.00011601588361645,9,USF3
LPAR62,5.80327261637883e-08,1.28306976261822,0.467,0.469,0.000116065452327577,9,LPAR6
LINC016945,6.03951574847158e-08,1.37941608172034,0.207,0.251,0.000120790314969432,9,LINC01694
NR4A14,6.58041912461442e-08,2.2975468641812,0.295,0.185,0.000131608382492288,9,NR4A1
SIPA1L24,6.76669586444607e-08,0.451542458720407,0.775,0.722,0.000135333917288921,9,SIPA1L2
AP001437.13,7.08329818840825e-08,1.09497775788628,0.48,0.369,0.000141665963768165,9,AP001437.1
QPRT1,8.57389691513626e-08,0.38380205315165,0.914,0.89,0.000171477938302725,9,QPRT
CACNA1C5,8.76663325806209e-08,2.41862158754279,0.198,0.224,0.000175332665161242,9,CACNA1C
HEXD-IT16,9.85590898213055e-08,1.16502396252993,0.176,0.196,0.000197118179642611,9,HEXD-IT1
DLX12,9.96902667233562e-08,1.26333617022237,0.493,0.466,0.000199380533446712,9,DLX1
EPAS11,1.11758842790405e-07,1.76332937338557,0.46,0.533,0.00022351768558081,9,EPAS1
ZNF3656,1.23571646840206e-07,0.25305689833185,0.419,0.361,0.000247143293680413,9,ZNF365
TENM14,1.3582300986742e-07,1.41369194874013,0.43,0.385,0.000271646019734839,9,TENM1
AL034374.13,1.36019316655497e-07,0.348141484337178,0.647,0.555,0.000272038633310994,9,AL034374.1
AC087741.13,1.37176473258455e-07,2.09457612292757,0.397,0.338,0.000274352946516909,9,AC087741.1
CLEC2B4,1.63783923702259e-07,0.659368458247361,0.606,0.53,0.000327567847404519,9,CLEC2B
GPR652,1.64069508737425e-07,0.796303039228135,0.456,0.388,0.00032813901747485,9,GPR65
EPHB63,1.71964459415168e-07,0.40319526034406,0.771,0.783,0.000343928918830336,9,EPHB6
MSMO12,1.84698340184496e-07,0.348921525232276,0.802,0.753,0.000369396680368993,9,MSMO1
PEX11A4,1.94725713143521e-07,0.862044817156654,0.549,0.474,0.000389451426287043,9,PEX11A
ZSCAN301,2.14814403280649e-07,0.710676283660832,0.685,0.648,0.000429628806561298,9,ZSCAN30
AC008132.14,2.28457071657263e-07,0.906921108076228,0.355,0.275,0.000456914143314526,9,AC008132.1
PYGO15,2.60684892389487e-07,1.17046799521335,0.482,0.44,0.000521369784778973,9,PYGO1
SCML14,2.64517877137704e-07,1.29552429541212,0.467,0.439,0.000529035754275409,9,SCML1
CCR94,2.69448956850587e-07,1.26372848936193,0.487,0.372,0.000538897913701174,9,CCR9
LINC019494,2.90760207475351e-07,0.37561311461929,0.418,0.267,0.000581520414950701,9,LINC01949
CEP1121,3.03599403685762e-07,0.432108128854769,0.637,0.535,0.000607198807371524,9,CEP112
BSN-DT4,3.20354706654603e-07,1.02567011806875,0.198,0.175,0.000640709413309206,9,BSN-DT
GPR192,3.33569545721282e-07,0.386804913978489,0.396,0.308,0.000667139091442563,9,GPR19
EPGN4,3.66378845573778e-07,0.944257215338082,0.264,0.173,0.000732757691147555,9,EPGN
GRM42,3.77636755231477e-07,0.513577417267165,0.505,0.444,0.000755273510462954,9,GRM4
ARHGAP262,4.57015185498732e-07,0.369306774277391,0.615,0.479,0.000914030370997465,9,ARHGAP26
CMTM25,4.63379170347364e-07,0.519188335576498,0.418,0.371,0.000926758340694728,9,CMTM2
TTC252,4.7751287456453e-07,1.01073828646342,0.458,0.372,0.000955025749129059,9,TTC25
AL121753.25,4.79121061292651e-07,0.474246851978183,0.322,0.288,0.000958242122585303,9,AL121753.2
TAS2R306,5.08091428274979e-07,0.64615545363627,0.139,0.237,0.00101618285654996,9,TAS2R30
LINC006653,5.19644662543136e-07,0.730704712788349,0.462,0.373,0.00103928932508627,9,LINC00665
OLAH3,5.64991610318725e-07,1.94935519037538,0.212,0.218,0.00112998322063745,9,OLAH
AL117344.23,5.66616416111685e-07,0.606315968451112,0.377,0.348,0.00113323283222337,9,AL117344.2
CD3G5,6.47577136299991e-07,0.182240944886186,0.967,0.959,0.00129515427259998,9,CD3G
CAMK2N13,6.48848692669223e-07,0.775127453277694,0.593,0.651,0.00129769738533845,9,CAMK2N1
PLAU3,6.80712130605539e-07,0.683344733211185,0.361,0.294,0.00136142426121108,9,PLAU
AC021683.53,7.25595646617197e-07,1.18560689795916,0.474,0.447,0.00145119129323439,9,AC021683.5
TRPS14,7.88242765178102e-07,0.77010399359634,0.302,0.31,0.0015764855303562,9,TRPS1
AC008969.13,7.94440399881747e-07,0.740639604390312,0.234,0.223,0.00158888079976349,9,AC008969.1
TIGD74,8.31175356863062e-07,0.616355337757246,0.566,0.483,0.00166235071372612,9,TIGD7
INMT-MINDY43,9.10053156823118e-07,1.13978216173861,0.346,0.185,0.00182010631364624,9,INMT-MINDY4
CDH42,9.937790960129e-07,0.572330037966494,0.745,0.697,0.0019875581920258,9,CDH4
HES12,9.94437446125531e-07,0.282198165496703,0.59,0.358,0.00198887489225106,9,HES1
LCN124,1.0458103594301e-06,0.991112470809107,0.19,0.236,0.0020916207188602,9,LCN12
AL162458.14,1.08147991679688e-06,0.20818977974246,0.456,0.36,0.00216295983359377,9,AL162458.1
PCSK71,1.08222086366438e-06,0.391211545828873,0.718,0.615,0.00216444172732877,9,PCSK7
TRAF3IP24,1.16484219613582e-06,0.729006309468774,0.562,0.435,0.00232968439227163,9,TRAF3IP2
GBE12,1.19116125290588e-06,0.368127148696597,0.608,0.445,0.00238232250581175,9,GBE1
DNAJB94,1.31954244310924e-06,0.620148190528755,0.549,0.485,0.00263908488621848,9,DNAJB9
PRR20G4,1.42979493595785e-06,0.339391645869823,0.22,0.291,0.00285958987191571,9,PRR20G
IFIT22,1.60348490237244e-06,0.887791331655378,0.397,0.306,0.00320696980474488,9,IFIT2
ZNF5564,1.68156154132109e-06,0.202533222697022,0.198,0.271,0.00336312308264218,9,ZNF556
SAMD91,1.74519048998731e-06,0.409044355932566,0.808,0.726,0.00349038097997462,9,SAMD9
CRPPA4,1.89529401914467e-06,0.747067691657401,0.484,0.426,0.00379058803828934,9,CRPPA
LGALS12,1.9453749761163e-06,1.45212320507624,0.418,0.344,0.0038907499522326,9,LGALS1
LHFPL13,2.17162968701399e-06,0.426489287363611,0.418,0.366,0.00434325937402799,9,LHFPL1
FTL3,2.40598802543899e-06,0.137079934382634,0.985,0.984,0.00481197605087799,9,FTL
LINC006591,2.56102487760407e-06,4.12480750349401,0.361,0.298,0.00512204975520815,9,LINC00659
SORBS22,2.61075789624069e-06,0.190916909872938,0.575,0.48,0.00522151579248139,9,SORBS2
RAI143,2.8321054199053e-06,0.366132917862917,0.516,0.446,0.0056642108398106,9,RAI14
CFAP702,2.89576249905553e-06,0.807797864468549,0.332,0.201,0.00579152499811105,9,CFAP70
ATAD2B3,3.00417224357125e-06,0.242219742929403,0.727,0.651,0.0060083444871425,9,ATAD2B
SIGLEC61,3.02023608430127e-06,1.59627075899482,0.48,0.553,0.00604047216860254,9,SIGLEC6
DRAXIN1,3.12527480332355e-06,1.13507084244506,0.513,0.504,0.0062505496066471,9,DRAXIN
TINCR3,3.40231520100453e-06,1.76148628067276,0.242,0.152,0.00680463040200906,9,TINCR
GPC31,3.44000126288055e-06,1.06262418909701,0.527,0.461,0.0068800025257611,9,GPC3
TRIP112,3.50694995289848e-06,0.26409932274853,0.821,0.725,0.00701389990579696,9,TRIP11
FAM241B4,3.5700989622432e-06,0.291117399345859,0.727,0.746,0.0071401979244864,9,FAM241B
BST15,3.63558574617873e-06,0.816277299930156,0.425,0.371,0.00727117149235746,9,BST1
IFIT13,3.74944212736214e-06,0.820859541314291,0.515,0.473,0.00749888425472427,9,IFIT1
TMEM313,3.76643688581923e-06,1.36918298730512,0.306,0.309,0.00753287377163846,9,TMEM31
OPTN3,3.85615769319934e-06,1.41089836802049,0.396,0.378,0.00771231538639868,9,OPTN
TBL1X2,4.14711133673408e-06,0.389490795941842,0.685,0.628,0.00829422267346816,9,TBL1X
OTUD7B2,4.20556045584435e-06,0.242597480218357,0.507,0.396,0.00841112091168871,9,OTUD7B
AL158151.13,4.75115644753305e-06,1.43990833734067,0.416,0.462,0.00950231289506611,9,AL158151.1
AL359711.23,5.51863130302107e-06,2.57551480600142,0.372,0.37,0.0110372626060421,9,AL359711.2
AC009404.13,6.40606146030254e-06,0.145010233398469,0.425,0.278,0.0128121229206051,9,AC009404.1
BICD11,6.71507230015605e-06,0.276017517949466,0.853,0.819,0.0134301446003121,9,BICD1
GRIP13,6.92153920371668e-06,1.08838300846191,0.352,0.271,0.0138430784074334,9,GRIP1
AC092661.15,7.33604528907767e-06,0.123788438927511,0.119,0.237,0.0146720905781553,9,AC092661.1
ITGB14,7.36886249704595e-06,0.305431444668626,0.788,0.804,0.0147377249940919,9,ITGB1
EVI2A3,7.86999628247958e-06,0.868531549896472,0.546,0.594,0.0157399925649592,9,EVI2A
KIAA11093,8.38084950813686e-06,0.483712898889951,0.641,0.595,0.0167616990162737,9,KIAA1109
AL137786.14,8.46807946283086e-06,1.27345847024507,0.412,0.397,0.0169361589256617,9,AL137786.1
RLN15,8.62020273318791e-06,0.69354329033874,0.187,0.218,0.0172404054663758,9,RLN1
AC006486.24,8.9065950371339e-06,0.19075771661111,0.527,0.407,0.0178131900742678,9,AC006486.2
EMP13,9.37884679246101e-06,1.12670001402402,0.271,0.28,0.018757693584922,9,EMP1
HSPA52,9.60568806475004e-06,0.187011282870131,0.929,0.901,0.0192113761295001,9,HSPA5
AL450405.14,9.69243662976478e-06,0.131141569942835,0.879,0.903,0.0193848732595296,9,AL450405.1
EGR31,1.00076988919695e-05,2.61271000699003,0.154,0.134,0.020015397783939,9,EGR3
HIP14,1.03188234555445e-05,0.352800931293547,0.502,0.438,0.0206376469110891,9,HIP1
HSPD1P102,1.09494819997208e-05,1.07040751323791,0.256,0.28,0.0218989639994417,9,HSPD1P10
AL713998.13,1.10474531206531e-05,0.651538910292805,0.172,0.436,0.0220949062413063,9,AL713998.1
NCKAP1L2,1.13719309732664e-05,0.57397723142969,0.656,0.586,0.0227438619465327,9,NCKAP1L
XAF15,1.15611133595021e-05,0.304774959979107,0.683,0.703,0.0231222267190043,9,XAF1
SH3BP53,1.16269576879936e-05,0.614442126919908,0.61,0.573,0.0232539153759873,9,SH3BP5
AC079612.17,1.19577259611133e-05,0.771132201905137,0.341,0.176,0.0239154519222265,9,AC079612.1
OGN3,1.29722328938161e-05,0.404905509438459,0.656,0.577,0.0259444657876321,9,OGN
CST73,1.36610273162219e-05,0.831301845014697,0.553,0.611,0.0273220546324437,9,CST7
GM2A3,1.58428398178379e-05,0.693052385437555,0.529,0.478,0.0316856796356758,9,GM2A
AC005833.24,1.8565280701012e-05,0.225978534596581,0.705,0.622,0.037130561402024,9,AC005833.2
AC107032.26,2.27665950563143e-05,0.242176826275284,0.295,0.322,0.0455331901126286,9,AC107032.2
TMIGD24,2.33970356067788e-05,0.440042738970634,0.515,0.456,0.0467940712135576,9,TMIGD2
AL365440.24,2.63217294938489e-05,0.608134598445879,0.37,0.322,0.0526434589876978,9,AL365440.2
AC078909.15,2.79616901093867e-05,0.907699519752972,0.443,0.263,0.0559233802187733,9,AC078909.1
CD522,2.99790342094122e-05,2.14321818745809,0.377,0.356,0.0599580684188244,9,CD52
IL2RA5,3.07638280282079e-05,3.00664258703099,0.19,0.165,0.0615276560564157,9,IL2RA
GVINP13,3.51191846580056e-05,0.102363452394566,0.375,0.29,0.0702383693160112,9,GVINP1
SIGLEC154,3.86000710216121e-05,1.31839894144459,0.179,0.293,0.0772001420432242,9,SIGLEC15
DUSP42,3.89818921416321e-05,0.738086962448169,0.205,0.243,0.0779637842832642,9,DUSP4
IGFBP22,4.28024712754807e-05,0.193115673512131,0.921,0.916,0.0856049425509613,9,IGFBP2
ARHGEF282,4.63748953287506e-05,1.31992309521773,0.432,0.395,0.0927497906575011,9,ARHGEF28
LAIR22,4.91590566133278e-05,3.2271618192247,0.198,0.264,0.0983181132266555,9,LAIR2
CELF5,4.99335766973456e-05,0.935281014604587,0.538,0.518,0.0998671533946912,9,CELF5
FER2,5.07340956498198e-05,0.237169365749305,0.701,0.596,0.10146819129964,9,FER
NEAT1,5.5563687020245e-05,0.294655983018526,0.839,0.832,0.11112737404049,9,NEAT1
ZNF6212,5.65144805749077e-05,0.130442913464894,0.537,0.421,0.113028961149815,9,ZNF621
DUSP63,5.78240638181643e-05,1.43312162785154,0.495,0.481,0.115648127636329,9,DUSP6
MT1X6,5.94991230573697e-05,0.756232993695066,0.586,0.552,0.118998246114739,9,MT1X
ECRG44,6.17802714577791e-05,0.755461587089843,0.441,0.362,0.123560542915558,9,ECRG4
CXCL33,6.62473724604293e-05,0.157313488947777,0.339,0.256,0.132494744920859,9,CXCL3
Metazoa-SRP1,6.66582106875503e-05,0.223342060235579,0.496,0.426,0.133316421375101,9,Metazoa-SRP
TNIK2,6.9962820724409e-05,0.971750603841683,0.403,0.342,0.139925641448818,9,TNIK
GABPB1-AS11,7.04611025198003e-05,0.293099030760036,0.72,0.716,0.140922205039601,9,GABPB1-AS1
ESYT21,7.1681761325507e-05,0.263796282670799,0.846,0.82,0.143363522651014,9,ESYT2
AC087289.54,7.31305887538541e-05,0.76649633985212,0.335,0.368,0.146261177507708,9,AC087289.5
RASSF8-AS13,7.45024887302506e-05,0.564720020543186,0.462,0.46,0.149004977460501,9,RASSF8-AS1
FOXB13,8.10229502130433e-05,1.49227023440599,0.451,0.524,0.162045900426087,9,FOXB1
IFI356,8.93964810960673e-05,0.635165098607569,0.341,0.279,0.178792962192135,9,IFI35
PRDM64,9.05604621148154e-05,0.820432781246167,0.201,0.299,0.181120924229631,9,PRDM6
NRP14,9.28792752366768e-05,0.588639234780064,0.405,0.371,0.185758550473354,9,NRP1
AL035252.33,9.74929483596058e-05,1.73511224631766,0.134,0.209,0.194985896719212,9,AL035252.3
CCND14,9.9667858465627e-05,1.76056206518318,0.352,0.277,0.199335716931254,9,CCND1
P2RY12,0.000102041288289139,0.279769885615511,0.425,0.35,0.204082576578278,9,P2RY1
CACNG84,0.000104550240905308,0.863888159988844,0.333,0.359,0.209100481810616,9,CACNG8
HCG202,0.000105527937847743,0.670994277723616,0.348,0.324,0.211055875695486,9,HCG20
PLAC84,0.000114412004522197,0.264979229771929,0.767,0.703,0.228824009044395,9,PLAC8
LMLN4,0.000120765217249555,0.537468314655485,0.588,0.498,0.24153043449911,9,LMLN
LAMB14,0.000120976745975472,0.516717434442839,0.568,0.549,0.241953491950943,9,LAMB1
C22orf463,0.000121548175974993,0.277205782115807,0.733,0.677,0.243096351949986,9,C22orf46
SPATA173,0.000123127872019593,0.847555879174291,0.388,0.352,0.246255744039186,9,SPATA17
ITGA22,0.000126651127147018,1.03916620012204,0.421,0.409,0.253302254294036,9,ITGA2
CX3CR14,0.000128621364615868,1.02473906983553,0.429,0.434,0.257242729231736,9,CX3CR1
UNG2,0.000132531807917875,0.183229548271423,0.786,0.696,0.26506361583575,9,UNG
GABRB34,0.000142762166369755,0.289445528335597,0.806,0.718,0.285524332739511,9,GABRB3
TRIB34,0.00014795347219177,0.731283672433293,0.599,0.604,0.295906944383539,9,TRIB3
PROX12,0.00015046158401806,1.09190316519128,0.447,0.471,0.300923168036121,9,PROX1
C54,0.000151417732067288,0.444859998495245,0.465,0.416,0.302835464134577,9,C5
DCDC15,0.000188032067310542,0.395824940449802,0.405,0.319,0.376064134621084,9,DCDC1
GBP53,0.000191385217176277,0.853557614701882,0.496,0.474,0.382770434352555,9,GBP5
POU2F22,0.000206281628873524,0.771631328516152,0.407,0.346,0.412563257747048,9,POU2F2
AC099661.15,0.000214067916389789,0.969408853255158,0.355,0.335,0.428135832779578,9,AC099661.1
ELOVL62,0.000218328194887203,0.108184895287132,0.542,0.403,0.436656389774406,9,ELOVL6
XRN11,0.000235395522685072,0.371759476366851,0.731,0.653,0.470791045370145,9,XRN1
ZFP365,0.000240831864288434,0.615120624481405,0.348,0.327,0.481663728576869,9,ZFP36
MYO1B3,0.000242121454960944,0.344517225991367,0.817,0.736,0.484242909921888,9,MYO1B
DUSP22,0.00024451516953548,1.14976360018907,0.502,0.48,0.489030339070959,9,DUSP2
LY962,0.00024587445658667,0.64015067182534,0.421,0.435,0.49174891317334,9,LY96
AC104211.15,0.000253908816026662,1.03739391854485,0.214,0.293,0.507817632053325,9,AC104211.1
SLC26A43,0.000262955282181238,0.228333295144274,0.383,0.274,0.525910564362476,9,SLC26A4
AC004080.46,0.000276286989092603,1.42621642549351,0.203,0.356,0.552573978185205,9,AC004080.4
ANKRD261,0.000288112866392677,0.409326898707587,0.722,0.677,0.576225732785354,9,ANKRD26
HDAC92,0.000294391590860898,0.717134209388523,0.592,0.643,0.588783181721796,9,HDAC9
C4BPB1,0.000316114795852406,1.23287081980333,0.3,0.292,0.632229591704811,9,C4BPB
PLSCR14,0.000324338874269399,0.420539368331501,0.579,0.532,0.648677748538798,9,PLSCR1
PGAM1P54,0.000330999218130373,0.936016815022834,0.489,0.437,0.661998436260746,9,PGAM1P5
CREBRF2,0.000336573450431652,0.323588525652286,0.48,0.511,0.673146900863303,9,CREBRF
DNAAF4-CCPG11,0.000344429790600526,0.406202313008521,0.438,0.33,0.688859581201053,9,DNAAF4-CCPG1
AL512378.13,0.000356124987746458,0.261996547966014,0.198,0.29,0.712249975492916,9,AL512378.1
FOSB3,0.000364218760182874,0.29956783516146,0.295,0.288,0.728437520365747,9,FOSB
PHF63,0.000380076324083218,0.24205004572166,0.853,0.833,0.760152648166435,9,PHF6
SRPK23,0.000382910948907692,0.145366529585376,0.894,0.893,0.765821897815385,9,SRPK2
ZFAND2A5,0.000404767213450265,0.236729870284784,0.705,0.703,0.809534426900531,9,ZFAND2A
TFAP2C4,0.000413120885101961,0.64244581513881,0.608,0.519,0.826241770203922,9,TFAP2C
DOP1A1,0.000441572271672972,0.544467497628696,0.643,0.556,0.883144543345944,9,DOP1A
HIVEP33,0.000445512702411347,0.413930764603561,0.714,0.736,0.891025404822694,9,HIVEP3
IFITM13,0.000469734627344143,0.501294907126026,0.674,0.628,0.939469254688287,9,IFITM1
CMTM42,0.000472841439357308,0.235864038321932,0.553,0.493,0.945682878714616,9,CMTM4
DDIT33,0.000482763808561663,0.43243817781853,0.529,0.514,0.965527617123325,9,DDIT3
AC067930.83,0.000503037098470233,0.27577078229606,0.465,0.468,1,9,AC067930.8
GPR176-DT3,0.000595963349496385,0.864123823586082,0.385,0.33,1,9,GPR176-DT
CIART2,0.000610097992231903,0.666537589513314,0.342,0.316,1,9,CIART
IL23A2,0.000644789051475762,1.00358098120373,0.348,0.316,1,9,IL23A
CCPG12,0.000646500871505935,0.257626091394079,0.357,0.313,1,9,CCPG1
RIPOR23,0.000670367203523045,0.501420168246749,0.458,0.385,1,9,RIPOR2
JUN2,0.000685239108479502,1.23598575661801,0.39,0.377,1,9,JUN
AL353743.23,0.000745155785176556,0.457383167586296,0.37,0.425,1,9,AL353743.2
AC147067.13,0.000830606897678291,1.48433357333479,0.324,0.323,1,9,AC147067.1
CD963,0.000864392605132461,0.692994146931124,0.555,0.58,1,9,CD96
FAM133A4,0.000886591067936205,0.124198429225586,0.297,0.28,1,9,FAM133A
TNFAIP33,0.00091356222414537,0.222264282282898,0.67,0.682,1,9,TNFAIP3
CTSC3,0.000970207112904943,0.166990884963137,0.87,0.83,1,9,CTSC
MYO9A1,0.00104926715677866,0.326485229366207,0.766,0.701,1,9,MYO9A
SLIT24,0.00113864775003898,0.218849931665758,0.132,0.269,1,9,SLIT2
SERPINB82,0.00132054597202167,0.173473616248778,0.755,0.773,1,9,SERPINB8
SAMD104,0.00132582089827462,1.15074597570832,0.427,0.354,1,9,SAMD10
AC090152.14,0.00132997818858345,0.426356968059972,0.639,0.697,1,9,AC090152.1
RRBP11,0.00145426056213568,0.250154425508193,0.806,0.8,1,9,RRBP1
CCT6B3,0.00151049617093717,0.210452895442375,0.419,0.377,1,9,CCT6B
DZIP31,0.00153761697668181,0.233191273886875,0.621,0.535,1,9,DZIP3
AC005224.34,0.00172435896993239,2.2975228102217,0.181,0.162,1,9,AC005224.3
GIMAP45,0.0018175222391939,0.129616780655938,0.782,0.761,1,9,GIMAP4
PRXL2A2,0.00183696479668817,0.209341714657368,0.824,0.788,1,9,PRXL2A
XBP11,0.00184178205467344,0.245551475685376,0.833,0.804,1,9,XBP1
ANKRD312,0.00203454973690144,0.39509314831579,0.511,0.381,1,9,ANKRD31
NCAM12,0.0021763621169353,1.18509056917052,0.364,0.392,1,9,NCAM1
RTCA-AS12,0.00219992732822979,0.822186706431855,0.511,0.51,1,9,RTCA-AS1
LRIG11,0.0022061150837905,0.174484112096559,0.593,0.578,1,9,LRIG1
PXDN2,0.00220989402493369,0.286858462532945,0.855,0.823,1,9,PXDN
AC073352.13,0.00228824228109785,0.497504947907025,0.579,0.428,1,9,AC073352.1
RUFY22,0.00230857703271626,0.384883794541431,0.615,0.508,1,9,RUFY2
TMEM1593,0.00236109794381151,0.799591752916041,0.549,0.58,1,9,TMEM159
CCDC1733,0.00252849237143706,0.205661473237117,0.233,0.183,1,9,CCDC173
GVINP24,0.00254594461748992,0.721021776739827,0.405,0.449,1,9,GVINP2
TSTD13,0.00257603404192991,0.23120315772793,0.817,0.849,1,9,TSTD1
HDC,0.00278833510344549,3.06329386899628,0.328,0.336,1,9,HDC
CYLD1,0.00283601053212453,0.269802932206297,0.643,0.609,1,9,CYLD
LIFR3,0.00285847198447152,0.181769436065284,0.218,0.176,1,9,LIFR
RNF1254,0.00317618149427038,0.999647908938248,0.487,0.5,1,9,RNF125
FGFBP34,0.00322464287057744,0.534442717381833,0.469,0.404,1,9,FGFBP3
ARHGAP292,0.00337707649366897,1.2572806330827,0.364,0.387,1,9,ARHGAP29
AC125616.13,0.00338516701650875,0.226526897476708,0.52,0.488,1,9,AC125616.1
MIR22HG1,0.00377469797563499,1.17977758744109,0.326,0.264,1,9,MIR22HG
CAST2,0.0039723159099408,0.212210425009768,0.46,0.41,1,9,CAST
NRN11,0.00443304953649226,0.207842427954519,0.837,0.827,1,9,NRN1
AL162253.23,0.00445382813610128,0.37072833603165,0.247,0.267,1,9,AL162253.2
